ID,Gender,AMB,AccountSince,RelationshipSize,AvgMonthlyTxn,DematAccounts,FD_Nos,MF_nos,Equity_mfs,Debt_mfs,Balanced_Funds,ELSS,PMS_accounts,Trading_Accounts,Speciality_funds,Gold_Fund
5885,1,254,32,1,32,1,0,0,0,0,0,0,0,0,0,0
5906,1,277,22,3,10,1,0,1,0,0,0,0,0,0,0,0
5911,0,215,16,1,16,0,0,1,0,0,0,0,0,0,0,0
5915,1,303,22,2,16,0,0,1,0,0,1,0,0,0,0,0
5924,1,191,24,2,22,0,0,1,1,0,0,0,0,0,0,0
5957,1,296,14,1,14,0,0,1,0,0,0,0,0,0,0,0
6003,1,132,2,1,2,0,0,0,0,0,0,0,0,0,0,0
6013,1,143,14,1,14,0,0,0,0,0,0,0,0,0,0,1
6018,1,294,16,1,16,0,0,0,1,0,0,0,0,0,0,0
6037,0,422,82,12,26,2,2,3,0,1,1,3,2,0,0,0
6058,1,139,10,1,10,0,0,0,0,0,0,0,0,0,0,0
6093,1,184,6,1,6,0,0,0,0,0,0,0,0,0,0,0
6096,1,245,14,1,14,0,0,1,0,0,0,0,0,0,0,0
6101,1,292,28,5,4,1,0,2,0,0,0,1,1,0,0,0
6102,1,158,44,7,16,0,2,1,2,0,0,2,1,0,0,0
6113,0,284,8,2,4,0,0,0,0,0,0,0,0,0,0,0
6114,1,216,8,2,2,0,0,0,0,0,0,0,0,0,0,0
6118,0,202,18,2,16,0,0,2,0,0,0,0,0,0,0,0
6123,1,251,16,1,16,1,0,0,0,0,0,0,0,0,0,0
6134,1,206,28,4,14,0,0,2,0,1,1,0,0,0,0,1
6168,1,327,66,10,12,2,1,3,1,0,0,2,0,0,0,0
6196,1,49,26,3,12,0,1,1,0,0,0,0,0,0,0,0
6208,1,384,70,11,14,1,3,0,1,1,4,1,0,0,0,1
6223,0,411,76,8,28,1,0,3,1,1,1,1,0,0,0,0
6235,1,76,6,1,6,0,0,0,0,0,0,0,0,0,0,0
6243,1,219,2,1,2,0,0,0,0,0,0,0,0,0,0,0
6246,1,367,44,8,20,2,0,2,1,1,0,2,0,0,0,0
6256,0,49,22,3,16,1,0,0,1,0,1,0,0,0,0,0
6257,0,330,14,4,4,0,1,0,0,0,0,0,0,0,0,0
6286,1,98,2,1,2,0,0,0,0,0,0,0,0,0,0,0
6289,0,358,50,10,6,1,2,0,1,1,1,0,0,1,1,0
6291,1,325,18,2,12,1,0,0,0,0,0,0,0,0,0,0
6292,1,243,14,1,14,0,0,0,0,0,0,0,0,0,0,0
6299,0,276,40,4,22,1,0,3,0,0,0,0,0,0,0,0
6304,1,91,28,6,2,0,0,0,0,1,0,1,0,0,0,0
6307,1,211,70,8,34,1,0,3,1,2,1,0,0,0,0,0
6317,1,234,40,8,8,0,2,0,0,0,3,2,0,0,0,1
6325,1,323,18,2,12,0,0,1,0,0,0,0,0,0,0,0
6348,1,128,14,1,14,0,0,0,0,0,1,0,0,0,0,0
6381,0,98,4,1,4,0,0,0,0,0,0,0,0,0,0,0
6396,1,190,10,1,10,0,0,0,0,0,0,0,0,0,0,0
6397,1,298,24,6,12,0,1,1,0,1,2,0,0,0,0,0
6399,1,219,52,12,14,5,0,2,2,1,1,1,0,0,0,0
6402,1,49,34,1,34,0,0,1,0,0,0,0,0,0,0,0
6428,1,225,34,1,34,0,0,1,0,0,0,0,0,0,0,0
6521,1,100,10,1,10,0,0,0,0,0,0,0,0,0,0,0
6540,1,230,14,1,14,1,0,0,0,0,0,0,0,0,0,0
6549,1,148,16,1,16,0,0,0,0,0,1,0,0,0,0,0
6551,1,396,44,9,12,1,1,2,0,0,1,2,0,0,0,1
6553,0,282,66,12,10,1,1,2,1,1,2,3,0,0,0,1
6564,1,235,36,11,12,3,2,2,2,0,0,1,0,0,0,0
6586,1,206,12,1,12,0,0,0,0,0,0,0,0,0,0,0
6589,0,58,4,1,4,0,0,0,0,0,0,0,0,0,0,0
6596,1,325,18,2,16,0,0,2,0,0,0,0,1,0,0,0
6597,1,109,6,1,6,0,0,0,0,0,0,0,0,0,0,0
6605,1,191,24,4,16,0,0,2,2,0,0,0,0,0,0,0
6609,0,127,12,1,12,0,0,0,0,0,0,0,0,0,0,0
6628,0,162,12,1,12,0,0,0,0,0,0,0,0,0,0,0
6635,0,260,2,1,2,0,0,0,0,0,0,0,0,0,0,0
6640,1,264,4,1,4,0,0,0,0,0,0,0,0,0,0,0
6642,1,310,6,1,6,0,0,0,0,0,0,0,0,0,0,0
6643,1,225,52,10,2,5,1,2,0,0,0,0,0,0,0,0
6650,1,95,6,1,6,0,0,0,0,0,0,0,0,0,0,0
6680,0,210,60,10,14,4,1,3,2,0,0,0,1,0,0,0
6698,1,320,8,2,4,0,0,0,0,0,0,0,0,0,0,0
6700,1,342,22,4,8,1,0,1,1,0,0,0,1,0,0,0
6701,1,195,6,2,2,0,0,0,0,0,0,0,0,0,0,0
6721,1,282,32,5,10,1,0,1,1,0,0,1,0,0,0,0
6724,1,314,42,7,10,0,0,3,0,2,0,1,0,0,0,0
6725,1,118,16,1,16,0,0,0,0,0,0,1,0,0,0,0
6726,0,451,68,11,6,2,2,2,0,2,0,0,1,1,0,0
6727,1,242,20,2,14,0,0,1,0,0,0,0,0,0,0,0
6731,1,143,54,7,14,1,0,2,1,0,3,0,1,0,0,0
6748,0,271,10,1,10,0,0,0,0,0,0,0,0,0,0,1
6764,0,196,12,1,12,0,0,0,0,0,0,0,0,0,0,0
6766,0,278,2,1,2,0,0,0,0,0,0,0,0,0,0,0
6778,1,235,40,8,12,2,0,1,0,2,2,0,0,1,1,0
6794,1,192,12,1,12,0,0,0,0,0,0,0,0,0,0,0
6814,0,190,18,1,18,0,0,0,1,0,0,0,0,0,0,0
6856,0,75,38,4,14,2,0,1,0,0,1,0,0,0,0,0
6890,1,219,12,1,12,0,0,0,0,0,0,0,0,0,0,0
6910,0,206,36,2,32,0,0,1,0,0,1,0,0,0,0,0
6911,1,59,16,1,16,0,0,0,1,0,0,0,0,0,0,1
6916,1,271,28,4,10,1,1,0,0,0,0,1,0,0,0,0
6917,1,303,34,9,10,2,1,1,2,0,0,2,1,0,0,0
6922,1,143,4,1,4,0,0,0,0,0,0,0,0,0,0,0
6940,1,65,14,2,12,1,0,0,0,0,0,0,0,0,0,0
6966,1,334,38,11,4,1,0,0,0,0,0,2,0,0,0,0
6971,1,334,46,10,4,1,2,2,1,1,1,0,0,0,0,0
6977,1,214,36,7,16,2,1,1,0,1,1,1,0,0,0,0
6987,1,202,16,2,12,0,0,1,0,0,0,0,0,0,0,0
6990,1,49,2,1,2,0,0,0,0,0,0,0,0,0,0,0
7009,1,179,10,1,10,0,0,0,0,0,0,0,0,0,0,0
7010,1,250,30,3,14,0,1,0,0,1,1,0,0,0,0,0
7027,1,116,18,2,10,1,0,0,0,0,0,0,0,0,0,0
7038,1,154,14,1,14,1,0,0,0,0,0,0,0,0,0,0
7044,0,160,40,8,12,1,1,3,0,0,1,1,0,0,0,0
7059,1,110,20,3,6,0,0,1,0,0,0,0,0,0,0,0
7076,1,271,46,6,30,0,1,2,1,1,0,1,0,0,0,0
7079,1,345,84,11,20,1,0,1,0,2,3,4,0,0,0,1
7105,1,59,22,1,22,0,0,0,0,0,0,1,0,0,0,0
7107,1,202,32,11,8,1,0,1,1,0,1,3,0,0,0,1
7122,0,364,24,5,10,1,0,1,0,0,0,1,0,0,0,1
7150,1,301,12,1,12,0,0,0,0,0,0,0,0,0,0,0
7157,1,68,14,1,14,1,0,0,0,0,0,0,0,0,0,0
7164,0,254,24,1,24,0,1,0,0,0,0,0,0,0,0,0
7189,1,145,4,1,4,0,0,0,0,0,0,0,0,0,0,0
7201,1,248,36,1,36,0,1,0,0,0,0,0,0,0,0,0
7207,0,140,28,2,22,0,0,1,0,1,0,0,0,0,0,0
7211,1,336,24,10,2,2,0,0,0,0,1,3,0,0,0,1
7225,1,121,16,2,10,1,0,0,0,0,0,0,0,0,0,0
7236,1,97,34,2,28,1,0,0,1,0,0,0,0,0,0,0
7265,1,431,60,10,8,2,1,3,0,0,0,1,0,0,0,0
7299,1,115,14,1,14,0,1,0,0,0,0,0,0,0,0,0
7301,1,186,36,10,2,1,1,2,0,1,2,1,0,0,0,0
7329,0,292,22,2,16,0,0,2,0,0,0,0,0,0,0,0
7375,1,330,76,8,34,2,1,2,0,0,2,1,0,0,0,0
7378,0,292,22,2,14,0,1,0,1,0,0,0,0,0,0,0
7393,0,176,18,2,10,1,0,0,0,0,0,0,0,0,0,0
7408,1,264,2,1,2,0,0,0,0,0,0,0,0,0,0,0
7437,1,239,14,2,12,0,1,0,0,0,0,0,0,0,0,0
7441,1,29,10,1,10,0,0,0,0,0,0,0,0,0,0,0
7448,0,294,28,4,12,0,0,2,0,0,0,1,0,0,0,0
7462,1,208,58,10,10,2,1,2,1,0,1,2,0,0,0,0
7474,1,332,36,11,4,0,0,1,2,1,1,2,0,0,0,0
7493,0,244,58,10,14,1,2,6,0,0,0,1,0,0,0,0
7499,1,19,6,1,6,0,0,0,0,0,0,0,0,0,0,0
7533,1,276,50,10,22,0,1,3,0,2,2,2,0,0,0,0
7545,1,17,16,1,16,0,0,1,0,0,0,0,0,0,0,0
7556,0,26,14,1,14,0,0,1,0,0,0,0,0,0,0,0
7583,1,77,14,2,10,1,0,0,0,0,0,0,0,0,0,0
7586,1,100,4,1,4,0,0,0,0,0,0,0,0,0,0,0
7588,1,300,18,3,10,1,0,0,0,0,0,1,0,0,0,0
7615,1,302,72,11,12,1,1,2,3,1,1,1,1,0,0,0
7635,1,284,2,1,2,0,0,0,0,0,0,0,0,0,0,0
7653,1,60,40,2,32,0,0,0,0,1,0,1,0,0,0,0
7661,0,171,8,2,2,0,0,0,0,0,0,0,0,0,0,0
7679,0,229,22,2,16,0,0,0,0,1,1,0,0,0,0,1
7680,0,280,24,1,24,0,1,0,0,0,0,0,0,0,0,0
7707,1,292,12,1,12,0,0,0,0,0,0,0,0,0,0,0
7713,1,129,20,2,14,0,2,0,0,0,0,0,0,0,0,0
7733,1,158,8,2,2,0,0,0,0,0,0,0,0,0,0,0
7739,0,173,22,3,6,0,0,0,1,0,0,1,0,0,0,0
7740,1,259,8,2,4,0,0,0,0,0,0,0,0,0,0,0
7745,1,41,20,2,18,0,1,0,0,0,1,0,0,0,0,0
7746,1,84,12,2,6,0,0,0,0,0,0,0,0,0,0,0
7760,1,279,12,1,12,0,0,0,0,0,0,0,0,0,0,0
7761,1,368,42,9,6,1,2,1,0,1,0,1,0,0,0,1
7766,1,242,42,3,34,2,0,0,0,0,0,1,0,0,0,0
7776,1,400,62,12,2,2,1,2,0,1,1,4,0,0,0,0
7780,0,400,32,7,10,0,0,1,1,0,1,3,1,0,1,1
7806,1,214,20,3,6,0,0,1,0,0,0,0,0,0,0,0
7817,1,66,6,2,2,0,0,0,0,0,0,0,0,0,0,0
7821,1,70,22,4,8,1,0,0,2,0,0,0,0,0,0,0
7824,0,138,36,2,34,1,0,0,0,1,0,0,0,0,0,0
7857,1,246,44,9,12,1,1,2,1,0,1,2,1,0,1,1
7874,1,69,22,1,22,1,0,0,0,0,0,0,0,0,0,0
7884,0,414,24,9,2,1,0,0,0,1,1,1,0,0,0,1
7899,1,67,14,1,14,0,0,0,0,0,1,0,0,0,0,0
7921,1,190,42,6,6,0,1,0,0,0,0,1,0,0,0,0
7940,0,425,64,10,12,1,0,3,1,2,1,1,2,1,1,0
7958,0,271,34,6,2,1,0,1,1,1,0,0,0,0,0,0
7960,1,128,30,1,30,1,0,0,0,0,0,0,0,0,0,0
7971,1,182,42,5,16,2,0,0,0,1,1,1,0,0,0,0
7973,1,299,38,7,12,1,2,1,0,1,0,0,0,0,0,0
7981,1,277,68,11,14,1,1,1,1,2,0,4,0,0,0,0
8001,1,167,24,3,14,0,1,1,0,1,0,0,1,0,0,0
8005,1,231,14,2,12,0,0,1,0,0,0,0,0,0,0,0
8008,0,322,36,3,24,0,0,1,0,0,0,2,0,0,0,0
8019,1,136,12,2,10,0,0,0,0,0,0,0,0,0,0,1
8022,1,197,2,1,2,0,0,0,0,0,0,0,0,0,0,0
8026,1,252,60,5,32,2,1,0,0,0,0,2,0,0,0,0
8048,1,120,20,3,2,1,0,0,0,0,0,0,0,0,0,0
8060,0,230,14,1,14,0,0,1,0,0,0,0,0,0,0,0
8076,1,36,14,2,8,0,0,1,0,0,0,0,0,0,0,0
8090,0,180,12,2,8,0,0,0,0,0,0,0,0,0,0,0
8095,0,223,44,4,22,1,0,1,1,1,0,0,1,1,0,0
8097,1,251,82,12,16,3,0,3,3,1,0,2,0,0,0,0
8123,1,226,28,1,28,0,0,1,0,0,0,0,0,0,0,0
8142,1,158,38,5,14,1,0,1,1,0,2,0,1,0,1,0
8152,0,107,30,1,30,0,0,1,0,0,0,0,0,0,0,0
8177,0,209,8,2,4,0,0,0,0,0,0,0,0,0,0,0
8199,1,226,8,2,4,0,0,0,0,0,0,0,0,0,0,1
8201,1,37,8,2,6,0,0,0,0,0,0,0,0,0,0,0
8242,0,178,38,7,14,0,1,2,2,0,0,2,0,0,0,0
8245,0,303,16,2,10,1,0,0,0,0,0,0,0,0,0,0
8251,1,135,34,2,32,1,0,0,0,0,0,1,0,0,0,0
8254,0,238,12,2,8,0,0,0,0,0,0,0,0,0,0,0
8290,0,131,14,1,14,0,0,0,0,1,0,0,0,0,0,0
8294,1,303,20,2,12,1,0,0,0,0,0,0,0,0,0,0
8324,1,382,30,11,2,2,0,3,1,0,0,1,1,0,0,0
8339,0,301,6,2,4,0,0,0,0,0,0,0,0,0,0,0
8345,1,67,14,1,14,0,0,1,0,0,0,0,0,0,0,0
8356,1,284,50,9,6,2,1,3,0,0,0,1,1,0,0,0
8361,1,200,10,1,10,0,0,0,0,0,0,0,0,0,0,0
8363,1,344,60,9,14,2,3,3,0,0,0,1,0,0,0,0
8389,1,126,18,4,2,1,0,0,0,0,0,0,0,0,0,0
8399,1,182,6,1,6,0,0,0,0,0,0,0,0,0,0,0
8404,0,282,16,1,16,0,0,0,1,0,0,0,0,0,0,1
8413,1,140,8,1,8,0,0,0,0,0,0,0,0,0,0,0
8418,1,366,56,6,34,1,1,2,0,0,0,2,1,0,0,0
8438,0,344,22,3,12,0,0,2,0,0,0,0,1,0,0,0
8476,1,87,10,2,8,0,0,0,0,0,0,0,0,0,0,0
8486,1,258,12,1,12,0,0,0,0,0,0,0,0,0,0,0
8524,1,355,30,8,14,2,0,4,0,1,1,0,0,0,0,0
8528,0,455,66,11,12,2,0,3,4,0,0,1,1,0,0,0
8541,1,153,46,7,12,0,0,1,1,3,0,1,0,0,0,0
8544,1,246,10,1,10,0,0,0,0,0,0,0,0,0,0,0
8554,0,257,10,1,10,0,0,0,0,0,0,0,0,0,0,0
8556,1,190,12,1,12,0,0,0,0,0,0,0,0,0,0,0
8590,1,100,22,2,14,1,0,0,0,0,0,0,0,0,0,0
8599,0,322,34,7,6,1,0,2,0,1,0,2,0,0,0,0
8606,1,169,12,1,12,0,0,0,0,0,0,0,0,0,0,0
8673,1,183,62,11,12,3,2,3,1,0,0,1,0,0,0,0
8676,1,67,30,1,30,0,0,0,0,0,0,1,0,0,0,0
8720,0,348,22,4,6,2,0,0,0,1,0,0,0,0,0,0
8723,1,82,32,1,32,0,0,0,0,0,1,0,0,0,0,0
8730,1,201,4,2,2,0,0,0,0,0,0,0,0,0,0,0
8738,1,128,6,2,2,0,0,0,0,0,0,0,0,0,0,0
8774,1,192,36,4,18,0,0,3,0,1,0,0,0,0,0,0
8784,0,30,14,2,12,0,1,0,0,0,0,0,0,0,0,0
8818,0,326,18,4,2,0,1,0,0,0,0,0,0,0,0,0
8843,1,116,28,6,2,0,1,1,1,0,1,0,0,0,0,0
8900,1,341,44,7,12,1,1,2,1,1,0,0,1,0,0,0
8903,1,280,10,1,10,0,0,0,0,0,0,0,0,0,0,0
8907,1,294,10,2,6,0,0,0,0,0,0,0,0,0,0,0
8953,0,72,8,1,8,0,0,0,0,0,0,0,0,0,0,0
8955,0,35,12,2,10,0,0,0,0,0,0,0,0,0,0,0
8956,0,82,8,1,8,0,0,0,0,0,0,0,0,0,0,0
9013,0,104,16,2,14,0,0,2,0,0,0,0,0,0,0,0
9019,1,364,50,6,32,1,0,1,0,0,3,1,0,0,0,0
9021,0,91,16,1,16,1,0,0,0,0,0,0,0,0,0,0
9055,1,400,38,7,14,1,0,0,1,1,1,2,0,0,0,0
9085,1,100,42,5,14,2,0,2,0,1,0,0,1,1,0,0
9088,1,393,26,7,2,1,0,0,0,0,2,0,0,0,0,0
9103,1,349,30,5,14,0,0,2,1,0,0,1,1,0,0,0
9132,1,183,18,3,6,0,0,0,0,0,1,0,0,0,0,1
9153,1,199,18,2,12,0,0,0,1,0,0,0,0,0,0,0
9172,1,260,16,2,14,1,0,1,0,0,0,0,0,0,0,0
9208,1,350,38,5,20,1,1,1,2,0,0,0,1,0,0,0
9212,1,302,16,1,16,1,0,0,0,0,0,0,0,0,0,0
9219,1,67,14,4,4,0,0,1,0,0,0,0,0,0,0,0
9230,0,219,40,5,14,2,1,1,0,0,0,1,0,0,0,0
9234,1,221,8,1,8,0,0,0,0,0,0,0,0,0,0,0
9246,0,64,16,2,10,0,0,0,0,0,1,0,0,0,0,1
9260,1,163,10,1,10,0,0,0,0,0,0,0,0,0,0,0
9264,0,341,34,5,14,0,2,2,1,0,0,0,1,0,0,0
9283,1,227,30,2,24,1,0,1,0,0,0,0,0,0,0,0
9299,1,192,8,1,8,0,0,0,0,0,0,0,0,0,0,0
9304,1,317,6,2,2,0,0,0,0,0,0,0,0,0,0,0
9326,0,227,10,1,10,0,0,0,0,0,0,0,0,0,0,0
9363,1,133,22,3,16,1,1,0,0,0,0,1,0,0,0,0
9370,1,75,16,2,10,1,0,0,0,0,0,0,0,0,0,0
9380,0,193,28,6,10,0,1,1,0,2,1,0,0,0,0,0
9423,1,193,20,6,8,0,1,2,1,0,0,0,0,0,0,0
9440,0,135,8,1,8,0,0,0,0,0,0,0,0,0,0,0
9503,1,136,46,6,14,1,1,1,0,0,2,1,1,0,1,0
9507,1,116,8,2,4,0,0,0,0,0,0,0,0,0,0,0
9536,0,63,20,1,20,0,0,0,1,0,0,0,0,0,0,0
9548,1,183,16,2,12,0,1,0,0,0,0,0,0,0,0,0
9551,1,228,46,9,16,3,2,3,0,0,1,0,1,0,0,0
9564,0,167,16,2,12,0,0,0,1,0,0,0,0,0,0,0
9565,1,258,10,2,6,0,0,0,0,0,0,0,0,0,0,0
9586,0,258,20,1,20,0,0,0,0,0,0,1,0,0,0,0
9590,1,189,18,2,12,1,0,0,0,0,0,0,0,0,0,0
9611,1,454,64,11,30,3,1,2,0,0,2,3,1,0,1,0
9633,1,217,28,4,14,1,1,1,0,0,1,0,0,0,0,0
9634,0,215,14,1,14,0,0,1,0,0,0,0,0,0,0,0
9639,1,139,10,1,10,0,0,0,0,0,0,0,0,0,0,0
9650,1,50,12,2,8,0,0,0,0,0,0,0,0,0,0,0
9657,1,26,8,1,8,0,0,0,0,0,0,0,0,0,0,0
9687,1,304,16,1,16,0,0,0,1,0,0,0,0,0,0,0
9688,1,293,16,1,16,0,0,0,0,0,1,0,0,0,0,0
9709,0,190,20,2,16,0,0,1,0,1,0,0,0,0,0,0
9712,1,63,4,2,2,0,0,0,0,0,0,0,0,0,0,0
9713,0,129,22,2,14,0,0,0,0,1,1,0,0,0,0,0
9727,1,421,50,12,14,1,1,1,1,3,2,2,0,0,0,0
9736,0,199,34,2,32,0,2,0,0,0,0,0,0,0,0,0
9739,1,185,42,5,14,0,1,2,0,0,0,1,1,0,0,0
9764,1,143,14,2,8,0,1,0,0,0,0,0,0,0,0,0
9771,1,174,24,2,20,1,0,0,0,1,0,0,0,0,0,0
9781,1,169,42,4,28,1,0,2,1,0,0,0,0,0,0,0
9810,0,131,12,1,12,0,0,0,0,0,0,0,0,0,0,0
9814,0,102,6,1,6,0,0,0,0,0,0,0,0,0,0,1
9817,1,85,32,2,24,0,0,1,0,0,0,1,0,0,0,0
9828,0,290,10,2,8,0,0,0,0,0,0,0,0,0,0,0
9832,1,127,4,2,2,0,0,0,0,0,0,0,0,0,0,0
9834,1,153,36,10,16,2,0,4,0,2,1,1,0,0,0,0
9835,1,64,6,2,2,0,0,0,0,0,0,0,0,0,0,0
9836,1,240,8,1,8,0,0,0,0,0,0,0,0,0,0,0
9850,1,226,44,10,12,1,1,3,1,0,1,2,1,0,1,0
9888,1,108,4,2,2,0,0,0,0,0,0,0,0,0,0,0
9894,0,224,16,2,12,1,0,0,0,0,0,0,0,0,0,0
9923,1,269,24,1,24,1,0,0,0,0,0,0,0,0,0,0
9934,1,88,10,1,10,0,0,0,0,0,0,0,0,0,0,0
9961,1,316,14,2,10,0,0,1,0,0,0,0,0,0,0,0
9969,1,76,12,2,6,0,0,0,0,0,0,0,0,0,0,0
9985,1,331,30,8,14,2,0,2,2,2,0,0,1,1,0,0
10012,1,80,24,2,18,1,0,1,0,0,0,0,0,0,0,0
10037,1,200,10,2,4,0,0,0,0,0,0,0,0,0,0,0
10047,1,458,48,11,6,3,0,1,1,1,2,0,1,0,1,0
10056,0,312,20,2,14,1,0,0,0,0,0,0,0,0,0,1
10064,1,79,34,2,30,0,0,1,0,0,0,1,0,0,0,0
10093,1,461,66,11,10,3,0,2,2,0,1,1,0,0,0,0
10131,0,247,22,3,14,1,0,1,0,0,1,0,0,0,0,0
10165,1,312,12,1,12,0,0,0,0,0,0,0,0,0,0,0
10207,1,276,64,7,32,1,0,5,0,1,0,0,1,0,0,0
10212,1,39,12,1,12,0,0,0,0,0,0,0,0,0,0,0
10228,1,257,22,3,14,2,1,0,0,0,0,0,0,0,0,0
10232,1,325,18,2,16,0,0,0,0,0,1,1,0,0,0,0
10240,1,216,16,2,8,1,0,0,0,0,0,0,0,0,0,0
10248,0,193,12,1,12,0,0,0,0,0,0,0,0,0,0,0
10254,0,275,24,1,24,1,0,0,0,0,0,0,0,0,0,0
10285,1,303,22,2,18,0,0,0,1,0,0,1,0,0,0,0
10293,1,46,8,1,8,0,0,0,0,0,0,0,0,0,0,0
10314,1,282,28,7,10,0,2,1,1,1,1,0,0,0,0,0
10351,1,192,38,6,18,1,0,3,1,0,0,1,0,0,0,0
10356,0,233,14,2,8,1,0,0,0,0,0,0,0,0,0,0
10365,1,359,78,12,12,2,1,2,1,2,1,2,1,1,1,0
10370,1,300,18,2,12,1,0,0,0,0,0,0,0,0,0,0
10372,1,154,36,8,16,3,2,0,0,1,2,0,0,0,0,0
10392,1,187,38,11,6,2,0,3,2,0,0,1,1,0,0,1
10414,1,268,16,2,12,1,0,0,0,0,0,0,0,0,0,0
10444,1,156,18,2,16,0,0,1,0,1,0,0,0,0,0,0
10447,1,226,2,1,2,0,0,0,0,0,0,0,0,0,0,0
10449,1,299,28,6,12,1,0,2,1,0,1,0,1,0,1,0
10459,0,323,44,6,16,0,1,1,0,2,2,0,0,0,0,0
10477,1,133,12,2,6,0,0,0,0,0,0,0,0,0,0,0
10529,1,310,36,2,30,0,0,0,1,0,1,0,0,0,0,1
10530,1,27,20,1,20,0,0,0,0,0,0,1,0,0,0,0
10552,1,364,42,9,2,1,1,0,2,0,0,0,0,0,0,0
10577,1,167,14,2,8,1,0,0,0,0,0,0,0,0,0,1
10591,0,72,10,1,10,0,0,0,0,0,0,0,0,0,0,0
10592,1,41,2,1,2,0,0,0,0,0,0,0,0,0,0,0
10654,0,207,60,11,4,1,1,3,1,2,0,0,1,2,0,0
10656,1,313,62,12,16,2,3,0,1,2,1,3,0,0,0,0
10689,1,127,12,3,2,0,0,0,0,0,0,0,0,0,0,0
10696,1,220,6,2,2,0,0,0,0,0,0,0,0,0,0,0
10700,0,116,20,2,14,1,0,1,0,0,0,0,1,0,0,0
10728,1,332,42,7,8,3,0,1,0,0,1,1,1,0,1,0
10740,1,51,36,1,36,0,0,0,1,0,0,0,0,0,0,0
10741,1,239,16,1,16,1,0,0,0,0,0,0,0,0,0,0
10744,1,72,8,1,8,0,0,0,0,0,0,0,0,0,0,0
10749,1,362,20,6,2,1,0,0,0,0,0,1,0,0,0,0
10780,1,97,12,2,6,0,0,0,0,0,0,0,0,0,0,0
10783,0,86,2,1,2,0,0,0,0,0,0,0,0,0,0,0
10786,0,291,40,7,4,0,2,0,1,0,1,0,0,0,0,1
10800,1,262,80,10,28,3,0,2,3,0,1,1,1,0,1,0
10806,1,415,60,9,12,1,0,2,2,1,2,0,0,0,0,0
10811,1,177,14,1,14,0,0,1,0,0,0,0,0,0,0,0
10812,1,174,28,4,14,2,0,0,1,0,1,0,0,0,0,0
10829,0,318,44,7,4,0,1,2,1,1,1,0,1,1,1,0
10835,1,235,52,10,2,2,2,2,0,0,0,2,0,0,0,1
10844,0,72,20,4,8,0,1,1,0,1,0,0,0,0,0,0
10850,1,193,82,11,34,5,0,3,0,0,2,1,1,0,2,0
10869,0,273,12,4,2,0,0,0,0,0,0,0,0,0,0,0
10909,1,375,38,9,8,2,1,0,1,1,1,1,0,0,0,0
10915,1,52,10,2,8,0,0,0,0,0,0,0,0,0,0,0
10918,0,338,54,8,6,1,2,2,1,0,1,0,1,0,0,0
10928,1,95,40,2,32,0,0,0,1,0,1,0,0,0,1,0
10934,1,203,4,2,2,0,0,0,0,0,0,0,0,0,0,0
10935,1,152,18,2,12,0,1,0,0,0,0,0,0,0,0,0
10950,0,270,6,2,4,0,0,0,0,0,0,0,0,0,0,1
10952,1,202,72,12,4,1,1,0,1,2,2,0,0,0,0,1
10955,0,293,10,1,10,0,0,0,0,0,0,0,0,0,0,0
10957,1,263,20,2,12,0,0,1,0,0,0,0,0,0,0,0
10964,1,175,68,11,14,2,3,3,2,1,0,0,0,0,0,0
11007,1,39,30,1,30,0,0,1,0,0,0,0,0,0,0,0
11009,1,94,10,1,10,0,0,0,0,0,0,0,0,0,0,0
11050,0,334,26,7,2,0,0,3,1,0,0,0,1,0,0,0
11055,1,329,6,2,2,0,0,0,0,0,0,0,0,0,0,0
11061,0,313,20,2,12,0,0,1,0,0,0,0,0,0,0,0
11076,0,54,16,1,16,0,0,0,0,0,1,0,0,0,0,0
11097,1,305,30,1,30,0,0,0,0,1,0,0,0,0,0,0
11113,1,101,22,2,16,0,0,1,0,1,0,0,0,0,0,0
11124,1,347,60,9,20,1,2,2,1,2,1,0,0,0,0,0
11133,1,71,4,2,2,0,0,0,0,0,0,0,0,0,0,0
11186,1,152,4,1,4,0,0,0,0,0,0,0,0,0,0,0
11216,1,179,34,3,16,0,1,2,0,0,0,0,0,0,0,0
11220,0,23,14,1,14,0,0,0,0,1,0,0,0,0,0,0
11234,0,337,66,10,10,3,1,2,0,0,1,2,0,0,0,0
11289,0,160,22,5,6,0,0,1,1,0,0,0,0,0,0,0
11294,1,116,46,5,20,0,1,2,0,1,1,0,1,0,0,0
11295,1,135,22,4,8,0,0,2,0,0,1,0,0,0,0,0
11314,1,298,10,1,10,0,0,0,0,0,0,0,0,0,0,0
11315,0,316,72,8,26,1,1,1,1,1,2,1,0,0,0,1
11370,1,293,12,2,8,0,0,0,0,0,0,0,0,0,0,0
11396,1,269,32,5,10,2,0,1,0,0,0,0,0,0,0,0
11401,1,258,10,2,6,0,0,0,0,0,0,0,0,0,0,0
11406,0,397,50,9,10,0,1,2,0,0,3,2,0,0,0,1
11434,1,199,18,2,14,0,0,0,1,0,1,0,0,0,0,0
11455,1,234,2,1,2,0,0,0,0,0,0,0,0,0,0,0
11457,1,46,14,2,10,1,0,0,0,0,0,0,0,0,0,0
11461,1,41,10,2,2,0,0,0,0,0,0,0,0,0,0,0
11484,1,34,14,1,14,0,0,0,0,1,0,0,0,0,0,0
11491,1,216,18,2,16,1,0,0,0,0,0,1,0,0,0,0
